"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Climate Finance Coordination From the Global to the Local: Norm Localization and the Politics of Climate Finance Coordination in Zambia","https://scispace.com/paper/climate-finance-coordination-from-the-global-to-the-local-8rdmtxyq","2022","Journal Article","Journal of Development Studies","Mikkel Funder
Kendra Dupuy","10.1080/00220388.2022.2055467","","Abstract The transfer of climate finance to developing countries is a key feature in global climate change agreements. This article examines how conflicting preferences between climate finance donors and domestic actors affect the diffusion of emerging international norms on climate finance coordination at national and subnational levels in Zambia. Informed by literature on norm localization we trace the diverging preferences and interactions among donors and domestic actors over a 12-year period as they shape climate finance coordination in Zambia with support from the global Climate Investment Funds. We find that this has been a highly conflictual and dynamic process with contestation centered on norm application rather than norm validity. While the World Bank have had a strong initial influence on the enactment of coordination norms, domestic actors have over time undermined and reconfigured coordination arrangements to align better with their own preferences. Our findings show (i) how emerging international norms on climate finance coordination may be localized and reshaped as they are enacted in developing countries; (ii) that preferences may differ significantly between and among donors and domestic actors in this regard, and (iii) that past relationships from development cooperation may be carried forward but also challenged in this process.","In this article , the authors trace the diverging preferences and interactions among donors and domestic actors over a 12-year period as they shape climate finance coordination in Zambia with support from the global Climate Investment Funds."
"Funding Climate Action: A Systematic Review of Climate Finance Efficiency and Impact","https://scispace.com/paper/funding-climate-action-a-systematic-review-of-climate-25uveotz5lni","2025","Journal Article","Journal of economics, finance and management studies","Wafula Anthony Emmanuel Wabwile
Ibrahim Tirimba Ondabu","10.47191/jefms/v8-i4-49","","This study presents a systematic review of the efficiency and impact of climate finance, with a focus on the key funding sources, allocation patterns, and the effectiveness of current climate finance mechanisms in advancing climate mitigation goals. Climate finance has emerged as a critical component of global efforts to combat climate change, yet its efficiency and impact remain under scrutiny. The study synthesizes existing empirical literature on climate finance, examining the role of public, private, and blended finance in funding climate action. It highlights the major sources of climate finance, including bilateral and multilateral funds, as well as private sector investments, and evaluates how these funds are allocated across various regions and sectors. Additionally, the study explores the operational mechanisms of climate finance, assessing their effectiveness in mobilizing resources for climate change mitigation and adaptation. The findings reveal that while significant progress has been made in mobilizing climate finance, there are persistent challenges related to funding gaps, fragmentation, and inefficiencies in the allocation of resources. The impact of climate finance on achieving climate mitigation goals has been varied, with successes in some areas, particularly in renewable energy and forest conservation, but limited progress in others due to governance issues, lack of coordination, and weak institutional frameworks. The study calls for a more streamlined and transparent approach to climate finance, emphasizing the importance of effective governance and accountability mechanisms to enhance the efficiency of funding and maximize its impact on climate mitigation. Recommendations are provided to improve the alignment of climate finance with sustainable development objectives, address regional disparities, and overcome the barriers to large-scale private investment in climate action. ","This systematic review assesses climate finance efficiency and impact, synthesizing literature on public, private, and blended finance sources, allocation patterns, and effectiveness in advancing climate mitigation goals, highlighting funding gaps, fragmentation, and inefficiencies."
"Assessing Climate Finance Practices in Developing Countries: A Systematic Literature Review","https://scispace.com/paper/assessing-climate-finance-practices-in-developing-countries-67x6tc5ci3q4","2023","Journal Article","","Dipendra Timilsena","10.3126/jjmr.v1i1.69931","","The purpose of this study is to investigate climate financing practice in developing countries by following the systematic literature review process. Emerging scholarly and policy literature conclude that developing and small island Pacific countries are the most vulnerable in the world and similarly they have facing a big gap between the requirement of adaptation and mitigating financing and actual funds received by them. Developing countries are facing various problems such as Local level / beneficiaries’ participation &amp; Green Climate Fund mobilization, unified reporting framework challenges, lack of effectiveness in Green Climate Fund (GCF) mobilization and transparency in mobilization, Governance, and policy focus, integrating disaster risk reduction and climate change adaptation in theory and practice etc. By following the rigorous systematic literature review process, it found that these countries are trying to overcome from such problems which may country specific and some have similar to other countries. It is found that government, multilateral and bilateral funding is insufficient so that capacity building of the local communities and attracting of private investment in climate financing activities is crucial to the sustainability roadmap of the countries. ","This systematic literature review assesses climate finance practices in developing countries, highlighting gaps between adaptation/mitigation financing needs and actual funds received, and identifies country-specific challenges hindering effective climate financing."
"Mapping accounting literature on climate finance: identifying research gaps and reflections on future research","https://scispace.com/paper/mapping-accounting-literature-on-climate-finance-identifying-yo63lpe8iy","2024","Journal Article","Accounting Research Journal","T. R. S. de Aguiar
Shamima Haque
Laura McCann","10.1108/arj-06-2023-0162","","
Purpose
This study aims to investigate climate finance literature to understand whether and how research in this area is explored from an accounting perspective.


Design/methodology/approach
This study conducts a meta-analysis and narrative review of climate finance.


Findings
The issue of climate finance has received increasing attention in recent years because of international negotiations on climate change. The volume of literature examining climate finance has grown, particularly from a finance perspective. The literature analysed is diverse, using unique methodological and theoretical differences and providing insights into the effectiveness of policies and the impact of climate finance on capital markets, economic growth and the green economy. However, in spite of growing concerns regarding the accounting and reporting issues in climate finance, little attention has been paid to this topic from an accounting, accountability, audit or corporate disclosure perspective.


Originality/value
This study contributes to climate finance research by integrating insights from a dispersed and emerging body of literature by conducting meta-analysis and narrative review. Meta-analysis enables us to map the development of this specific literature and how it has changed over the years, whereas a narrative review serves as a basis for identifying research gaps and developing avenues for future research in accounting, accountability, audit and corporate disclosure.
","The literature on climate finance has grown significantly, but there is a lack of research on accounting and reporting issues in climate finance from an accounting, accountability, audit or corporate disclosure perspective."
"Green Finance and the Energy Transition: A Systematic Review of Economic Instruments for Renewable Energy Deployment in Emerging Economies","https://scispace.com/paper/green-finance-and-the-energy-transition-a-systematic-review-l61e1b7dajld","2025","Journal Article","Energies","Emma Verónica Ramos Farroñán
Gary Christiam Farfán Chilicaus
Luís Edgardo Cruz Salinas
Liliana Correa Rojas
Lisseth Katherine Chuquitucto Cotrina
Gladys S. Licapa-Redolfo
Persi Vera-Zelada
Luis Alberto Vera Zelada","10.3390/en18174560","","This systematic review synthesizes evidence on economic instruments that mobilize renewable-energy investment in emerging economies, analyzing 50 peer-reviewed studies published between 2015 and 2025 under PRISMA 2020. We advance an Institutional Capacity Integration Framework that ties instrument efficacy to regulatory, market, and coordination capabilities. Green bonds have mobilized roughly USD 500 billion yet work only where robust oversight and liquid markets exist, offering limited gains for decentralized access. Direct subsidies cut renewable electricity costs by 30–50% and connect 45 million people across varied contexts, but pose fiscal–sustainability risks. Carbon pricing schemes remain rare given their administrative complexity, while multilateral climate funds show moderate effectiveness (coefficients 0.3–0.8) dependent on national coordination strength. Bibliometric mapping with Bibliometrix reveals three fragmented paradigms—market efficiency, state intervention, and international cooperation—and highlights geographic gaps: sub-Saharan Africa represents just 16% of studies despite acute financing barriers. Sixty-eight percent of articles employ descriptive designs, constraining causal inference and reflecting tensions between SDG 7 (affordable energy) and SDG 13 (climate action). Our framework rejects one-size-fits-all prescriptions, recommending phased, context-aligned pathways that progressively build capacity. Policymakers should tailor instrument mixes to institutional realities, and researchers must prioritize causal methods and underrepresented regions through focused initiatives for equitable global progress. ","This systematic review synthesizes 50 studies on economic instruments for renewable energy deployment in emerging economies, highlighting the efficacy of direct subsidies, green bonds, and multilateral climate funds, while emphasizing the need for context-aligned pathways and institutional capacity building."
"Climate Finance for Sustainable Development: Substantive Agendas and Future Directions","https://scispace.com/paper/climate-finance-for-sustainable-development-substantive-zjv0wezt5lsl","2025","Journal Article","Sustainable Development","Shalini Talwar
Nourah O. Alshaghdali
Bhumika Gupta
Enrico Battisti","10.1002/sd.70276","","ABSTRACT This study analyzes 440 online news articles and 62 videos using Gioia's approach to present a multi‐scalar examination of the climate finance (CF) ecosystem. Analysis revealed six aggregate dimensions: funding‐related gaps, strategic misalignments, re‐orienting the governance ecosystem, addressing systemic issues in the funding ecosystem, scaling up existing funding sources, and unlocking newer funding sources, representing key themes of CF conversation in popular media. These dimensions comprise 16 second‐order themes and 90 first‐order concepts. Each dimension and its underlying codes offer a detailed exposition that reflects the complex nuances of CF shaped by the intersection of international politics, sovereign priorities, regional power dynamics, and intricate financial governance. Based on these findings, the study offers (i) inputs for strategic policy and regulatory decision‐making at both transnational and national levels, and (ii) actionable recommendations on how different stakeholders can mobilize investments to foster a resilient response to climate change while promoting sustainable development. ","This study analyzes 440 news articles and 62 videos to examine the climate finance ecosystem, identifying six aggregate dimensions and 96 themes/concepts that reflect the complex nuances of climate finance shaped by international politics and financial governance."
"Green and Climate Finance for Sustainability: Hybrid Review and Framework Development","https://scispace.com/paper/green-and-climate-finance-for-sustainability-hybrid-review-ruwkfs8ky98f","2025","Journal Article","Business Strategy and The Environment","Mayank Joshipura
Nohade Nasrallah
Nikita Kedia","10.1002/bse.4173","","ABSTRACT At the confluence of economic and environmental stewardship, climate finance upsurges as a dire necessity. The present study aims to synthesize the scattered literature on climate and green finance using bibliometric and content analysis of 631 and 53 articles, respectively. It also provides an integrated framework to gauge novel insights and theoretical underpinnings, proposing future research directions. We conclude with four emerging clusters: (a) financing for climate resilience and energy transition, (b) catalysts for eco‐innovation, (c) external and internal financing, and (d) enablers and barriers. The study has practical and theoretical implications for governments, policymakers, businesses, and financiers. Green finance is a key enabler of sustainable development, particularly in promoting the transition to ecological and renewable energy projects to align with broader social, economic, and environmental goals. ","This study synthesizes 684 climate and green finance articles, developing an integrated framework to gauge novel insights and theoretical underpinnings, proposing four emerging clusters and practical implications for governments, policymakers, and businesses."
"Climate Funds and Sustainable Development","https://scispace.com/paper/climate-funds-and-sustainable-development-l1cm1fsnux","2024","Book Chapter","Sustainable development goals series","Gonzalo Larrea","10.1007/978-3-031-50218-7_2","","This chapter explores SDG 13 and the Climate Funds established under the UNFCCC to operationalize this goal and mobilize climate finance to developing countries. Drawing insights from nine exemplary case studies, it illustrates the far-reaching implications that the decisions of these Funds can have on individuals in recipient countries. Against this backdrop, the chapter offers a comprehensive literature review of the main proposals designed to address these impacts. However, the chapter’s analysis reveals that the diverse perspectives on the root causes of these impacts and the absence of comprehensive solutions in these proposals fall short of preventing all the negative repercussions that can arise within local communities. ","Climate Funds established under UNFCCC aim to operationalize SDG 13 and mobilize climate finance to developing countries. However, their decisions have far-reaching implications for individuals in recipient countries. The proposals designed to address these impacts fall short of preventing all negative repercussions."
"Climate Change Accounting and Disclosure: a Systematic Literature Review","https://scispace.com/paper/climate-change-accounting-and-disclosure-a-systematic-3i4drwlcxr","2024","Journal Article","The Indonesian Acounting Review","Aisa Tri Agustini
Choirunnisa Arifa","10.14414/tiar.v14i1.3829","","This study aims to explore the conceptual structure and evolution of accounting literature related to climate change accounting and disclosure. This study uses a systematic literature review (SLR) assisted by Bibliometric and NVivo tools to answer research questions through five stages and fulfill the requirements set out in the SLR. From the selection results, the sample used is 49 articles for the period of 2009 - 2022 obtained from the Scopus database. Climate change accounting is largely disclosed with a focus on reducing carbon emissions. Meanwhile, other areas such as financial impacts that are in line with IFRS directives are still rarely disclosed and researched. Theoretically, companies adapt and disclose climate change accounting because of internal and external incentives. Disclosure also reveals information regarding the company's adaptive capacity to climate change risks. The results of this study indicte that the climate change accounting disclosure have not been standardized. Therefore, it is recommended that the government or related agencies consider standardizing the disclosure of adaptive actions related to climate change.Â ","Climate change accounting and disclosure literature is evolving rapidly, with a focus on reducing carbon emissions. However, other areas such as financial impacts that are in line with IFRS directives are still rarely disclosed and researched."
"A bibliometric analysis on climate finance: current status and future directions.","https://scispace.com/paper/a-bibliometric-analysis-on-climate-finance-current-status-1nn3fzbizs","2023","","Environmental Science and Pollution Research","Qingyi Shang
Xin Jin","10.1007/s11356-023-31006-5","","Since the adoption of the Paris Agreement in 2015, different countries have implemented various measures to achieve climate governance. This has attracted significant attention from the academic community, resulting in a rapid increase in climate finance literature. This study conducts bibliometric analysis and systematic review to identify the development trends and research hotspots in the field of climate finance. The empirical findings reveal that climate finance research primarily focuses on environmental science, energy fuels, economics, and finance. However, there is limited coverage of climate finance content in finance journals. Moreover, scholars in developing countries show less interest in climate finance compared to them in developed countries, and there is limited cross-regional collaboration among scholars from developing countries. Finally, this paper analyzes clustering results to identify and categorize the focal areas dispersed across research articles, and provides future directions for the advancement of climate finance. ","This study conducts a bibliometric analysis of climate finance literature, identifying trends and hotspots in environmental science, energy, economics, and finance, highlighting gaps in coverage and collaboration among scholars from developing countries."
