"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Postface: fragmentation, failing trust and enduring tensions over what counts as climate finance","https://scispace.com/paper/postface-fragmentation-failing-trust-and-enduring-tensions-15fqg1896o","2017","Journal Article","International Environmental Agreements-politics Law and Economics","J. Timmons Roberts
Romain Weikmans","10.1007/S10784-016-9347-4","https://scispace.com/pdf/postface-fragmentation-failing-trust-and-enduring-tensions-15fqg1896o.pdf","The Paris Agreement commits nations in Article 2(1) to “Making finance flows consistent with a pathway towards low greenhouse gas emissions and climate-resilient development.” However there is an absence of internationally agreed accounting rules that would permit overall assessments of progress to this goal and any meaningful comparisons of performance between countries. This is true also for the quantitative Copenhagen/Cancun promise by developed nations to jointly mobilize US$100 billion by 2020. Our goal is to provoke discussion about the depth of the problems this lack of a functional definition and accounting system have created and perpetuated. We do so by describing the fragmented system of national reporting of climate finance and how the OECD’s Rio Marker system is serving neither contributors nor recipients. More than a trust issue between developed and developing countries, we argue that the lack of modalities to account for climate finance also considerably impedes the effective functioning of the bottom-up approach that now prevails under the UNFCCC. The deadline to propose ""modalities of accounting climate finance"" by 2018 is a crucial window in which to address this chronic issue in international climate policy.","In this article, the authors describe the fragmented system of national reporting of climate finance and how the OECD's Rio Marker system is serving neither contributors nor recipients, arguing that the lack of modalities to account for climate finance also considerably impedes the effective functioning of the bottom-up approach that now prevails under the UNFCCC."
"Assessing the credibility of how climate adaptation aid projects are categorised","https://scispace.com/paper/assessing-the-credibility-of-how-climate-adaptation-aid-3h8spvyl6t","2017","Journal Article","Development in Practice","Romain Weikmans
J. Timmons Roberts
Jeffrey S Baum
Maria Camila Bustos
Alexis Durand","10.1080/09614524.2017.1307325","","This article presents the findings of a re-evaluation of all 5,200 aid projects that OECD donors reported for 2012 as “climate change adaptation”-related, based on the “Rio marker” classification system. The findings confirm those from the academic and grey literature that the absence of independent quality control makes the adaptation Rio marker data almost entirely unreliable. This lack of credibility impedes meaningful assessments of progress toward the mainstreaming of adaptation in development cooperation activities. It also erodes trust in international climate negotiations, given that these data are frequently used in the financial reporting of developed countries to the UNFCCC.","In this paper, the authors present the findings of a re-evaluation of all 5,200 aid projects that OECD donors reported for 2012 as ""climate change adaptation""-related, based on the ""Rio marker"" classification system."
"Public climate finance: the challenge of reporting equity","https://scispace.com/paper/public-climate-finance-the-challenge-of-reporting-equity-1byoc22ro5","2017","Posted Content","Research Papers in Economics","Kris Bachus
Emilie Bécault","","","There is currently no agreed comprehensive methodology on how to track and report on public climate finance. One of the difficulties – next to determining the climate relevance of projects funded– is the valuation of financial instruments other than grants (i.e. loans, guarantees, equity). For loans, the calculation of the grant equivalent of the financial flow is relatively straightforward, but for equity, it is unclear what the best way is to value the grant equivalent. Hence, the primary objective of this research paper is to provide an overview of the variety of methods that can be used to value the provision of public climate finance to developing countries through equity investments. In this endeavour, special attention will be paid to recent debates taking place in the context of the modernisation of the OECD DAC statistical system about how to better represent the donor effort involved in extending private sector instruments and especially equity investments.","In this paper, the authors provide an overview of the variety of methods that can be used to value the provision of public climate finance to developing countries through equity investments, and special attention will be paid to recent debates taking place in the context of the modernisation of the OECD DAC statistical system about how to better represent the donor effort involved in extending private sector instruments and especially equity investments."
"Subnational government climate expenditure and revenue tracking in OECD and EU Countries","https://scispace.com/paper/subnational-government-climate-expenditure-and-revenue-19dn95mj","2022","Report Series","","","10.1787/1e8016d4-en","","Monitoring progress towards meeting the Paris Agreement requires improving the tracking and measurement of public climate expenditure, investment, and revenues. This OECD working paper was prepared as part of the joint OECD-European Commission project on “Financing Climate Action in Regions and Cities”. It presents a pilot methodology for tracking, measuring, and comparing subnational government climate-significant expenditure and investment in OECD and EU countries based on National Accounts data. It also includes an analysis of the data collected, which is available in the new OECD Subnational Government Climate Finance database, and a stocktake of existing climate finance tracking initiatives. On the revenue side, the paper presents an analysis of climate-related public revenue sources available to subnational governments in OECD and EU countries, the results of which are available in the new online Compendium of Financial Instruments that Support Subnational Climate Action. ","In this paper , the authors present a pilot methodology for tracking, measuring, and comparing subnational government climate-significant expenditure and investment in OECD and EU countries based on National Accounts data."
"Establishing a measurement, reporting, and verification system for climate finance in post-Paris agreement period","https://scispace.com/paper/establishing-a-measurement-reporting-and-verification-system-o8op26hinq","2016","Journal Article","Chinese journal of population, resources and environment","Yinshuo Xu
Ziyuan Dong
Yao Wang","10.1080/10042857.2016.1258802","","The measurement, reporting, and verification (MRV) of climate finance was originated from discussions under the United Nations Framework Convention on Climate Change (UNFCCC). It has been one of th...","The measurement, reporting, and verification (MRV) of climate finance was originated from discussions under the United Nations Framework Convention on Climate Change (UNFCCC) and has been one of the most widely used metrics for climate finance."
"Chapter 18 Financing emission reductions: Official development assistance (ODA)-driven climate finance and beyond","https://scispace.com/paper/chapter-18-financing-emission-reductions-official-2krzhpfq","2022","Book Chapter","","Bruno Marinaro Verona","10.1515/9783110733488-018","","The Cancun Agreement of USD 100 billion is often referred to as a symbol of international cooperation on climate action and the Paris Agreement reaffirmed the stance to strengthen the global response to climate change by aligning global finance flow. Although the so-called ‘Paris alignment’ has become a new target for both the public and private sectors, little guidance is provided under the agreed international framework. Counting methods are yet to be standardised and more comprehensive and comparable data is needed to understand the broader picture of climate finance flows. Climate finance in a broad sense is a type of fund provision that targets actions to tackle climate change mitigation and adaptation, which may not necessarily meet the existing criteria of climate finance reporting largely driven by the development finance framework. The aim of this study is two-fold: 1) to identify the data gap of climate finance flows not recognised in the current system; and 2) to discuss challenges of expanding climate finance globally. ","In this article , the authors identify the data gap of climate finance flows not recognized in the current system and discuss challenges of expanding climate finance globally, which may not necessarily meet the existing criteria for climate finance reporting largely driven by the development finance framework."
"Same but different? Understanding divergent definitions of and views on climate finance","https://scispace.com/paper/same-but-different-understanding-divergent-definitions-of-j3xim6db","2022","Book Chapter","","","10.4337/9781784715656.00007","","This chapter unpacks the diverging definitions and accounting methods of climate finance. Attaining consensus among Parties on these issues is crucial in light of the new collective quantified goal on climate finance that is being defined until the end of 2024. In the following we describe and discuss the main controversies - notably questions regarding the eligibility of climate-related activities and counting of different finance instruments towards international commitments, the relationship between climate and development finance as well as the accounting for of 'negative' climate finance. We argue that the international community needs high-level institutional change and leadership to facilitate a fast, goal-oriented and consensual process to resolve these issues. In the absence of such convergence, attaining the objectives of the Paris Agreement will continue to suffer from a hodgepodge of institutional approaches to defining, counting and accounting for climate finance. ","The authors unpacks the diverging definitions and accounting methods of climate finance and argues that the international community needs high-level institutional change and leadership to facilitate a fast, goal-oriented and consensual process to resolve these issues."
"The state of tracking financial flows under the Paris Agreement - A primer for policy makers in India","https://scispace.com/paper/the-state-of-tracking-financial-flows-under-the-paris-1x5uhc2tun","2019","","","Asbjørn Torvanger
Sophie Dejonckheere
Tamiksha Singh
Aanchal Pruthi","","","The 21st Conference of Parties to the UNFCCC in 2015 saw international consensus on climate action through the adoption of the Paris Agreement. Article 9 focuses on mobilization and disclosure of climate finance. Drafting the rules for climate finance reporting has remained a contentious issue that has created a divide between developed and developing countries. According to data compiled by UNFCCC, the face value of climate finance flows from developed to developing countries was at 75 billion USD in 2016. Developed and developing countries have, at times taken quite different views on definitions and best practices for categorizing and tracking climate finance. For example, a 2015 OECD and Climate Policy Initiative (CPI) report estimated climate finance from developed to developing countries at 62 billion USD in 2014. This estimate was strongly contested by an Indian report, which countered that new and additional finance was limited to 2.2 billion USD. This report argued that the methodologies used by OECD and CPI are inconsistent and lack transparency, with no independent verification or consultations with the developing country parties. This exchange sheds light on some of the key challenges faced by stakeholders hoping to track and report on climate finance. With this context, the report aims to draw out some of the major challenges faced in tracking climate finance flows and discuss the major arguments in favour and against different positions, put in an Indian context. The report tries to compile this overview with the hope that it serves as a useful reference for government, policy makers and climate finance experts on recent developments and barriers for tracking climate finance. Language of Report: English Cover picture by Peter Mollinga","In this paper, Mollinga et al. discussed the major challenges faced in tracking climate finance flows and discuss the major arguments in favour and against different positions, put in an Indian context."
"2022 Joint Report on Multilateral Development Banks' Climate Finance","https://scispace.com/paper/2022-joint-report-on-multilateral-development-banks-climate-1bvripsey7","2023","","","","10.18235/0005182","","The Joint Report on Multilateral Development Banks Climate Finance is an annual collaborative effort to publish Multilateral Development Banks (MDBs) climate finance figures, together with a clear explanation of the methodologies for tracking this finance as climate finance. This joint report, alongside the banks publication of climate finance statistics in their respective corporate media, is intended to track progress in relation to their joint climate finance targets such as those announced at COP21 and the greater ambition pledged for the post-2020 period. This years report brings Council of Europe Development Bank and New Development Banks climate finance fully into the MDB reporting, so that for the first time, all ten MDBs climate finance is included in the aggregated data reported.","2022 Joint Report on Multilateral Development Banks' Climate Finance tracks MDBs climate finance and progress towards shared targets. It includes data from all ten MDBs and provides a clear explanation of methodologies for tracking climate finance."
"Climate finance as development aid","https://scispace.com/paper/climate-finance-as-development-aid-3tujda9h","2022","Book Chapter","","","10.4337/9781784715656.00009","","In this chapter, we highlight the relevance of public climate finance - and notably ODA - for climate finance overall. The classification as ODA induces problems related to the normative justification of these financial flows as well as to obfuscation linked to the dual objectives of economic and social development on the one hand, and climate change mitigation and adaptation on the other hand. Since separate international goals exist for both, double counting of what is supposed to be new and additional climate finance should be avoided. Furthermore, confounding the goals creates incentives to spend mitigation finance inefficiently. In contrast, what is required is joint optimisation based on the recognition of distinct objectives as well as distinct instruments. Solutions require a separate accounting for climate finance within ODA, and the recognition that mitigation and climate finance goals are linked. Correspondingly, climate finance goals should be monitored more seriously at the international level. ","In this article , the authors highlight the relevance of public climate finance and notably ODA for climate finance overall and highlight the need for joint optimisation based on the recognition of distinct objectives as well as distinct instruments."
