"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Systematic Review on Nexus Between Green Finance and Climate Change: Evidence from China and India","https://scispace.com/paper/a-systematic-review-on-nexus-between-green-finance-and-f7uef5q5","2023","Journal Article","International Journal of Energy Economics and Policy","Jirakiattikul Sopin
Kuaanan Techato","10.32479/ijeep.14331","","The efforts of developing economies are mainly concerned with integrating different socio-economic requirements. In contrast, those economies only concentrate on the immediate impact to be resolved instead of focusing on efforts to mitigate long-run effects such as climate change: a global challenge due to long-term shifts in weather and temperature pattern. Climate change has resulted in global warming, severe storms, and increased droughts, including risks to human health, loss of biodiversity, poverty, and displacement, whereby green finance is considered a primary solution to mitigate such problems that can ensure sustainable environmental outcomes while promoting the agenda of, decarbonization, green tech innovation, green financial innovation, and green growth. This systematic review paper studies the nexus between green finance and climate change in China and India. This article follows Preferred Reporting Items for Systematic Review and Meta-Analysis (PRISMA) guidelines and reviews Scopus and Web of Science indexed peer-reviewed articles of five years published from 2018 AD to 2022 AD and 58 full-text articles were reviewed. The paper's significant findings reveal that innovation in finance and technology are the major frontiers of green financing that are critical in addressing the problems of climate change. It is environmental regulations that accentuate the process of green financial innovation and green technology innovation. However, green financial innovation is also a catalyst for green technology innovation. Green financial innovations are related to developing and innovating green financial products such as green bonds or loans, green insurance or securities, ESG rating, perception of environmental issues, and carbon drifting. On the other hand, green tech innovations are innovations in energy, transport, construction, and buildings. Innovations in technology and finance backed by environmental regulations strengthen the effort toward decarbonization. Regulatory interventions in green financing have more pronounced effects on emission reduction. Such actions are oriented towards green growth where the desired sustainable outcomes are realized regarding climate change adaptation, mitigation, or carbon neutrality.","In this article , the authors studied the nexus between green finance and climate change in China and India and found that innovation in finance and technology are the major frontiers of green financing that are critical in addressing the problems of climate change."
"Evolution of Sustainable Finance and its Opportunities: A Bibliometric Analysis","https://scispace.com/paper/evolution-of-sustainable-finance-and-its-opportunities-a-1vznq3y53l","2024","Journal Article","Indian journal of information sources and services","K. P. Thomas
Dr.G. Rajini","10.51983/ijiss-2024.14.2.18","","With the worldwide promotion of sustainable development, companies across all sectors strive for high profitability while prioritizing the balance between human activities and the natural environment. Sustainable Finance (SF) is proposed in response to this context. This article retrieves 650 papers on SF and energy policies from the Web of Science and Scopus database. Initially, the research does an analytical, statistical analysis that includes several aspects, such as general growth, publishing sources, research locations, and prominent scientific research institutes. The research uses the clustering method to identify the prevailing areas of study in recent years and forecast future research directions. This research identifies significant publications, esteemed experts, discoveries, and forthcoming SF and energy policy research areas. This study enables a systematic and thorough comprehension of SF and energy policy studies. Future research opportunities lie in sustainable bonds, government aid, and greenhouse gas emissions. Future investigations can be conducted by integrating Fintech, big data, and blockchain technology.","This bibliometric analysis of 650 papers on Sustainable Finance and energy policies identifies prevailing research areas, prominent institutes, and future directions, highlighting opportunities in sustainable bonds, government aid, and integrating Fintech, big data, and blockchain technology."
"Exploring Climate Finance Effectiveness","https://scispace.com/paper/exploring-climate-finance-effectiveness-4w8x18q7al","2013","Report Series","Research Papers in Economics","Jane Ellis
Randy Caruso
Stephanie Ockenden","10.1787/5JZB44NMNBD2-EN","","Ensuring that climate finance is used effectively will help to maximise its impact. The effectiveness of climate finance can be defined as the extent to which an activity attains its stated aims. These aims can vary, depending on the source of climate finance and how it is channelled. There are therefore different views on what “effective” climate finance is, as well as on how this effectiveness can be assessed. This paper explores how different communities view climate finance effectiveness; the policies or institutional pre-conditions that facilitate effectiveness; and how effectiveness is currently monitored and evaluated. The paper concludes by discussing the conflicts and trade-offs encountered in assessing effectiveness and a possible way forward in balancing multiple views and priorities.","The authors explores how different communities view climate finance effectiveness; the policies or institutional pre-conditions that facilitate effectiveness; and how effectiveness is currently monitored and evaluated; and concludes by discussing the conflicts and trade-offs encountered in assessing effectiveness and a possible way forward in balancing multiple views and priorities."
"Green Finance Enablers","https://scispace.com/paper/green-finance-enablers-t43uzt8g09gn","2024","Journal Article","","Shamaila Butt
Muhammad Ashfaq
Muhammad Ali Chohan
Suresh Ramakrishnan
Muhammad Farrukh Shahzad
Tareq Almazyad","10.4018/979-8-3693-8949-2.ch006","","The concept of green finance evolved over time as a result of growing global concern about environmental protection and climate change. Researchers are focusing on green finance for an innovative and sustainable transformation of their financial systems. In this study, we use bibliometric data to explore the scholarly evolution and development of green finance over the period of 1981 - 2022 via the Scopus database using VOS Viewer and the Bibliometric R Software. The research key themes included were macroeconomic enablers, regulatory structure development, an investment-friendly environment, capacity building, an increase in institutional engagement levels and types, technology and technological advancements, financial instruments, financial policies and regulations, a thriving capital market, and a politically supportive environment. This study is one of the earliest investigations of the origins and progression of green finance and its enablers and broadens understanding and also creates new research opportunities. ","This study explores the evolution of green finance (1981-2022) using bibliometric data, identifying key themes: macroeconomic enablers, regulatory development, investment-friendly environment, and technological advancements, contributing to a broader understanding of green finance enablers."
"The Global Climate Finance System in Transition and China’s Responses","https://scispace.com/paper/the-global-climate-finance-system-in-transition-and-chinas-qw36uo70","2022","Journal Article","Research series on the Chinese dream and China's development path","","10.1007/978-981-19-6422-0_15","","AbstractThe concept of climate finance originates from the rules and mechanism innovations through which the international community aims to provide financial support for climate change mitigation and adaptation actions. As the global economic pivot shifts, and low-carbon development and climate-adaptive development become more in line with global trade, sustainable finance, and regional economic strategies, this concept has been continuously evolving and enriched. It connotes the following three aspects: 1. How global public funds support the sustainable supply of global climate public goods within the framework of international laws; 2. How financial systems (macro-financial regulations and micro-financial market) serve the Sustainable Development Goals including emissions reduction and adaptation; 3. How policy makers, financial institutions, and various economic sectors of sovereign states respond to the physical risks, and the risks of economic and technological transformation caused by climate change and extreme weather. After the assessment of the development trends and characteristics of global climate finance, this article clarifies the common problems and obstacles faced by developing countries in terms of climate finance, and proposes the recommendations for China to balance international and domestic strategic demands for climate finance and to practice the climate finance governance with Chinese characteristics in the context of the evolution of the new global economic system.KeywordsClimate financeClimate governanceThe supply of climate public goodsChina’s countermeasures ","In this article , the authors proposed the recommendations for China to balance international and domestic strategic demands for climate finance and to practice the climate finance governance with Chinese characteristics in the context of the evolution of the new global economic system."
"Financial Development and Climate Change: A Detailed Bibliometric Investigation","https://scispace.com/paper/financial-development-and-climate-change-a-detailed-3he6r7vagnkq","2024","Journal Article","Economies","Gabriela Badareu
Marius Dalian Doran
Mihai Alexandru Firu
Sergiu Mihail Olaru
Nicoleta Mihaela Florea","10.3390/economies12110288","","This paper presents a detailed bibliometric analysis of the interaction between financial development and climate change, with the main aim of elucidating the current state of research in this area, identifying existing gaps, and guiding future researchers interested in this rapidly expanding field. The study used VOSviewer software version 1.6.18 to analyze the bibliometric data, facilitating the mapping of co-author networks, institutional collaborations, and the identification of main research directions. Through this tool, 730 papers from the Web of Science database covering the period 2010–2024 were extracted and analyzed. The study highlights the authors and institutions that have made significant contributions to the investigation of the relationship between financial development and climate change. The identification of key contributors and international collaborative networks provides a solid foundation for future research and policy initiatives. In addition, the study identifies the most prolific journals and assesses the quality and impact of the research. This allows for a deeper understanding of current research directions and potential future developments. The study not only clarifies the current state of research but also opens up new opportunities for investigating innovative and sustainable solutions aimed at improving the quality of life and protecting the environment. ","This study conducts a bibliometric analysis of 730 papers (2010-2024) on financial development and climate change, identifying key contributors, international collaborations, and research directions to inform future research and policy initiatives in this rapidly expanding field."
"Finance “Blending” and NDC Achievement Under the Paris Agreement","https://scispace.com/paper/finance-blending-and-ndc-achievement-under-the-paris-41vmyejv66","2023","Journal Article","Journal of Climate Finance","Jon Strand","10.1016/j.jclimf.2023.100024","","Climate finance, funded by governments of high-income (H) countries, can be used to purchase assets in the international carbon market for offset trading, thus “blending” with such transactions. In this paper it is shows analytically that when there are no distortions in credit markets, finance blending leads to too little greenhouse gas (GHG) mitigation in H countries, and too much in L countries. The offset market is then distorted by climate finance blending, given that all offset credits are attributed to the carbon market participants. This distortion is removed when such “blended” climate finance resources are instead attributed in proportion to their finance shares. Adding climate finance to the carbon market has no impact on global GHG mitigation as long as the trading countries’ targets for emissions reductions (their “climate ambition”) is not changed; higher ambition levels are thus always required for climate finance to contribute to a reduction in global GHG emissions. When L country market participants have limited access to credit markets, blending can increase global greenhouse-gas mitigation by adding climate finance resources to the carbon market, thus facilitating L country market participants’ access to funding of their planned mitigation projects. ","Climate finance ""blending"" with international carbon markets distorts GHG mitigation efforts, leading to over-reliance on offset credits in low-income countries, but can increase global mitigation when low-income countries have limited access to credit markets."
"Evolution of Green Finance: Mapping Its Role as a Catalyst for Economic Growth and Innovation","https://scispace.com/paper/evolution-of-green-finance-mapping-its-role-as-a-catalyst-7g52h08sl8u0","2024","Journal Article","Journal of risk and financial management","Nini Johana Marín‐Rodríguez
Juan David González-Ruiz
Sergio Botero-Botero","10.3390/jrfm17110507","","This scientometric study analyzes the evolving landscape and outlook of green finance as a driver of economic innovation and growth, highlighting key trends and influential research within this critical field. A dataset of 371 publications was compiled from the Scopus and Web of Science databases and analyzed using VOSviewer, Bibliometrix, and Voyant tools to map the research landscape. By systematically reviewing the scientific literature, this research tracks the development of green finance’s role as a catalyst for economic innovation and growth, identifying trending topics, key studies, and major contributors through bibliometric and scientometric methods. The analysis reveals a growing interdisciplinary approach, integrating environmental, social, and political dimensions into green finance research. Keyword analysis identified three primary thematic clusters: (1) green finance and innovation, (2) economic growth, carbon neutrality, and fintech, and (3) renewable energy and urbanization. This study provides a comprehensive overview of the field and aims to guide future research while contributing to ongoing debates on the role of green finance in fostering economic innovation and sustainable growth. ","This scientometric study maps the evolving landscape of green finance as a driver of economic innovation and growth, analyzing 371 publications to identify trending topics, key studies, and contributors, revealing a growing interdisciplinary approach to sustainable growth."
"Three Decades of Green Finance: The State of the Art and Way Forward","https://scispace.com/paper/three-decades-of-green-finance-the-state-of-the-art-and-way-wjncqwrdorok","2024","Journal Article","International Journal of Energy Economics and Policy","Md. Sazib Miyan
Calvin W. H. Cheong
Arshian Sharif
Sahar Afshan","10.32479/ijeep.16718","","Green finance (GF) constitutes a multifaceted research domain, yet extant reviews often provide fragmented insights from subsets rather than a holistic examination of the entire green finance corpus. To bridge this gap, this study endeavors to conduct an extensive review to offer a comprehensive overview of green finance’s performance and intellectual landscape. Leveraging a dataset of 2685 articles from the Scopus database spanning 1991-2023, this study aims to unveil influential articles, top contributing journals, authors, institutions, and countries in green finance research. Additionally, it elucidates seven principal thematic clusters in GF research, encompassing responsible investment, carbon and climate financing, green banking and economy, green finance and innovation, sustainability, environmental finance, and sustainable finance. Furthermore, this study outlines six prospective avenues for future GF research, including the integration of behavioral finance principles, the utilization of modern technologies, and the formulation of policy frameworks to enhance sustainability and curb greenwashing practices aimed at advancing sustainable practices and addressing emerging challenges. ","This study reviews 2685 green finance articles (1991-2023) to provide a comprehensive overview of the field, identifying influential articles, top contributors, and thematic clusters, while outlining six future research avenues to enhance sustainability and address emerging challenges."
"Tracking Climate Finance","https://scispace.com/paper/tracking-climate-finance-3y28xkcklr","2012","Report Series","Research Papers in Economics","Christa Clapp
Jane Ellis
Julia Benn
Jan Corfee-Morlot","10.1787/5K44XWTK9TVK-EN","","Developed countries have committed under the international negotiations to jointly mobilising USD 100 billion per year by 2020 for climate change mitigation and adaptation in developing countries. Yet consistent and comprehensive data to track this commitment are currently lacking. Such data will also help governments and the private sector understand how much and what type of climate finance is flowing today, so as to be able to evaluate progress and effectiveness of international climate finance flows. Estimates based on available data are highly uncertain and incomplete, highlighting several challenges in establishing a robust tracking system. A more political question is what should be the internationally agreed definition of ""climate finance"" or, absent agreement on that, what types of flows or activities might count towards the USD 100 billion? On the more technical side, challenges include clearly defining flows and sources of international climate finance, determining the cause and effect of flows, and establishing the boundaries of finance flowing towards climate change action. This paper considers what data are currently available to track climate finance, and demonstrates the complex nature of financial flows through examples across international and domestic as well as public and private flows. The examples highlight questions on how to count and track climate finance.","In this paper, the authors consider what data are currently available to track climate finance, and demonstrate the complex nature of financial flows through examples across international and domestic as well as public and private flows."
